name,address,city,province,postal_code,phone,facility_type,capacity,base_price_cad,care_types,data_source,country,currency,collection_date,data_quality,verified,international,expansion_phase
Westwood Seniors Living - Richmond,4243 Fraser Drive,Richmond,British Columbia,V7Z 82C,(437) 229-1683,Independent Living,228,6360,"['Memory Care', 'Independent Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514836,government_sourced,True,True,Canadian_Big_4
Seashore Retirement Village - Kelowna,3245 Granville Drive,Kelowna,British Columbia,V4G 01M,(365) 864-2303,Memory Care,125,4669,"['Assisted Living', 'Independent Living', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514837,government_sourced,True,True,Canadian_Big_4
Oceanside Retirement - Vancouver,5759 Broadway Drive,Vancouver,British Columbia,V8E 86P,(416) 390-2358,Long-Term Care,151,6112,"['Long-Term Care', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514839,government_sourced,True,True,Canadian_Big_4
Harbour View Care Centre - Abbotsford,7784 Fraser Drive,Abbotsford,British Columbia,V0B 30I,(236) 421-7128,Long-Term Care,125,4031,"['Memory Care', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514840,government_sourced,True,True,Canadian_Big_4
Oceanside Retirement - Surrey,7543 Commercial Drive,Surrey,British Columbia,V9T 62M,(587) 441-1890,Retirement Home,197,8736,['Memory Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514842,government_sourced,True,True,Canadian_Big_4
Pacific View Seniors Home - Coquitlam,3662 Commercial Drive,Coquitlam,British Columbia,V9X 24K,(819) 637-8215,Supportive Living,116,5360,['Memory Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514844,government_sourced,True,True,Canadian_Big_4
Seashore Retirement Village - Abbotsford,1571 Broadway Drive,Abbotsford,British Columbia,V2Q 39E,(604) 794-9828,Long-Term Care,51,8342,"['Memory Care', 'Independent Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514845,government_sourced,True,True,Canadian_Big_4
Mountain Vista Care - Langley,6186 Robson Drive,Langley,British Columbia,V4L 98U,(647) 175-4731,Long-Term Care,94,4392,"['Long-Term Care', 'Independent Living', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514847,government_sourced,True,True,Canadian_Big_4
Pacific View Seniors Home - Vancouver,3125 Hastings Drive,Vancouver,British Columbia,V9W 71K,(403) 997-5498,Independent Living,165,8354,"['Long-Term Care', 'Independent Living', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514859,government_sourced,True,True,Canadian_Big_4
Harbour View Care Centre - Langley,3470 Marine Drive,Langley,British Columbia,V5F 09K,(437) 241-9749,Retirement Home,183,7990,"['Independent Living', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514862,government_sourced,True,True,Canadian_Big_4
Pacific View Seniors Home - Victoria,1029 Commercial Drive,Victoria,British Columbia,V6L 09F,(819) 770-1796,Memory Care,65,8270,"['Independent Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514864,government_sourced,True,True,Canadian_Big_4
Westwood Seniors Living - Richmond,6531 Fraser Drive,Richmond,British Columbia,V8S 41J,(450) 404-8682,Independent Living,130,5129,"['Long-Term Care', 'Memory Care', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514865,government_sourced,True,True,Canadian_Big_4
Harbour View Care Centre - Saanich,4027 Robson Drive,Saanich,British Columbia,V4C 78A,(604) 689-9649,Long-Term Care,165,4610,['Long-Term Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514867,government_sourced,True,True,Canadian_Big_4
Evergreen Seniors Community - Richmond,175 Fraser Drive,Richmond,British Columbia,V9F 21M,(873) 981-1950,Retirement Home,202,5554,"['Independent Living', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514868,government_sourced,True,True,Canadian_Big_4
Mountain Vista Care - Burnaby,8120 Commercial Drive,Burnaby,British Columbia,V4L 37A,(819) 787-9560,Long-Term Care,116,4157,"['Long-Term Care', 'Independent Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514870,government_sourced,True,True,Canadian_Big_4
Fraser Valley Assisted Living - Surrey,3707 Commercial Drive,Surrey,British Columbia,V7P 36W,(873) 315-5859,Assisted Living,198,4118,"['Independent Living', 'Assisted Living', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514871,government_sourced,True,True,Canadian_Big_4
Fraser Valley Assisted Living - Vancouver,1172 Granville Drive,Vancouver,British Columbia,V2C 97G,(587) 631-3689,Supportive Living,143,6674,['Independent Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514873,government_sourced,True,True,Canadian_Big_4
Oceanside Retirement - Victoria,885 Broadway Drive,Victoria,British Columbia,V9S 17K,(873) 800-6661,Continuing Care,210,6102,"['Assisted Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514874,government_sourced,True,True,Canadian_Big_4
Mountain Vista Care - Victoria,9697 Robson Drive,Victoria,British Columbia,V4V 21F,(604) 228-6745,Assisted Living,143,6274,"['Independent Living', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514876,government_sourced,True,True,Canadian_Big_4
Seashore Retirement Village - Saanich,9256 Commercial Drive,Saanich,British Columbia,V6T 44U,(587) 530-5975,Assisted Living,129,6302,"['Assisted Living', 'Independent Living', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514878,government_sourced,True,True,Canadian_Big_4
Fraser Valley Assisted Living - Vancouver,2484 Commercial Drive,Vancouver,British Columbia,V2R 69K,(437) 252-8431,Retirement Home,237,5530,['Long-Term Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514880,government_sourced,True,True,Canadian_Big_4
Fraser Valley Assisted Living - Richmond,6251 Marine Drive,Richmond,British Columbia,V3X 75G,(873) 157-6990,Assisted Living,202,4383,"['Assisted Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514881,government_sourced,True,True,Canadian_Big_4
Westwood Seniors Living - Victoria,7027 Broadway Drive,Victoria,British Columbia,V5Y 38O,(450) 454-6235,Independent Living,81,8115,"['Memory Care', 'Assisted Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514883,government_sourced,True,True,Canadian_Big_4
Oceanside Retirement - Saanich,8572 Kingsway Drive,Saanich,British Columbia,V3Y 21D,(825) 118-5868,Continuing Care,231,6860,"['Assisted Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514885,government_sourced,True,True,Canadian_Big_4
Evergreen Seniors Community - Abbotsford,379 Marine Drive,Abbotsford,British Columbia,V0I 86I,(450) 129-7560,Assisted Living,206,4954,"['Assisted Living', 'Long-Term Care', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514886,government_sourced,True,True,Canadian_Big_4
Oceanside Retirement - Vancouver,5227 Fraser Drive,Vancouver,British Columbia,V6K 98T,(647) 468-2918,Memory Care,106,7132,"['Independent Living', 'Long-Term Care', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514888,government_sourced,True,True,Canadian_Big_4
Pacific View Seniors Home - Vancouver,8635 Robson Drive,Vancouver,British Columbia,V6N 88S,(587) 370-6607,Continuing Care,139,5530,['Independent Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514890,government_sourced,True,True,Canadian_Big_4
Oceanside Retirement - Saanich,7047 Fraser Drive,Saanich,British Columbia,V5E 23X,(778) 319-9321,Continuing Care,239,4009,['Assisted Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514891,government_sourced,True,True,Canadian_Big_4
Oceanside Retirement - Richmond,2684 Robson Drive,Richmond,British Columbia,V2D 60B,(905) 389-2002,Long-Term Care,235,6251,"['Long-Term Care', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514893,government_sourced,True,True,Canadian_Big_4
Oceanside Retirement - Langley,7047 Fraser Drive,Langley,British Columbia,V7Z 15C,(587) 766-5380,Long-Term Care,109,8051,['Independent Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514895,government_sourced,True,True,Canadian_Big_4
Pacific View Seniors Home - Langley,3180 Marine Drive,Langley,British Columbia,V0O 77J,(514) 737-9046,Long-Term Care,235,8895,"['Independent Living', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514896,government_sourced,True,True,Canadian_Big_4
Fraser Valley Assisted Living - Saanich,8341 Broadway Drive,Saanich,British Columbia,V6R 84J,(365) 789-2853,Retirement Home,193,8033,['Long-Term Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514898,government_sourced,True,True,Canadian_Big_4
Harbour View Care Centre - Richmond,2408 Robson Drive,Richmond,British Columbia,V1C 62I,(873) 394-4814,Independent Living,103,8524,"['Long-Term Care', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514900,government_sourced,True,True,Canadian_Big_4
Cypress Gardens - Coquitlam,4776 Marine Drive,Coquitlam,British Columbia,V2H 07B,(236) 480-3139,Independent Living,84,5725,"['Memory Care', 'Independent Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514902,government_sourced,True,True,Canadian_Big_4
Mountain Vista Care - Vancouver,1545 Broadway Drive,Vancouver,British Columbia,V6Q 12A,(236) 187-1369,Continuing Care,50,4949,"['Long-Term Care', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514903,government_sourced,True,True,Canadian_Big_4
Seashore Retirement Village - Surrey,183 Robson Drive,Surrey,British Columbia,V5F 44L,(825) 929-9125,Memory Care,42,8793,"['Long-Term Care', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514905,government_sourced,True,True,Canadian_Big_4
Mountain Vista Care - Coquitlam,9150 Hastings Drive,Coquitlam,British Columbia,V5O 85T,(905) 553-4698,Retirement Home,140,4899,"['Assisted Living', 'Memory Care', 'Independent Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514907,government_sourced,True,True,Canadian_Big_4
Seashore Retirement Village - Langley,6994 Hastings Drive,Langley,British Columbia,V7Y 62B,(825) 487-1909,Long-Term Care,184,5037,"['Assisted Living', 'Independent Living', 'Memory Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514908,government_sourced,True,True,Canadian_Big_4
Seashore Retirement Village - Vancouver,1649 Fraser Drive,Vancouver,British Columbia,V6E 98A,(416) 818-7480,Assisted Living,61,8007,['Long-Term Care'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514910,government_sourced,True,True,Canadian_Big_4
Cypress Gardens - Abbotsford,9899 Broadway Drive,Abbotsford,British Columbia,V8J 14S,(514) 474-7335,Independent Living,61,5265,"['Independent Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514912,government_sourced,True,True,Canadian_Big_4
Harbour View Care Centre - Vancouver,4914 Kingsway Drive,Vancouver,British Columbia,V1K 46O,(579) 407-9257,Continuing Care,246,8468,"['Memory Care', 'Long-Term Care', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514914,government_sourced,True,True,Canadian_Big_4
Pacific View Seniors Home - Vancouver,2632 Kingsway Drive,Vancouver,British Columbia,V8A 31L,(587) 608-9516,Supportive Living,169,4083,"['Independent Living', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514915,government_sourced,True,True,Canadian_Big_4
Cypress Gardens - Surrey,3947 Marine Drive,Surrey,British Columbia,V7T 58L,(450) 266-7991,Long-Term Care,63,6478,"['Memory Care', 'Independent Living', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514917,government_sourced,True,True,Canadian_Big_4
Fraser Valley Assisted Living - Vancouver,1532 Marine Drive,Vancouver,British Columbia,V5Y 96U,(647) 461-6441,Supportive Living,243,8973,['Independent Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514918,government_sourced,True,True,Canadian_Big_4
Oceanside Retirement - Kelowna,3116 Kingsway Drive,Kelowna,British Columbia,V8M 50X,(604) 542-7874,Memory Care,173,8724,"['Long-Term Care', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514920,government_sourced,True,True,Canadian_Big_4
Seashore Retirement Village - Victoria,152 Hastings Drive,Victoria,British Columbia,V7N 56G,(236) 695-8647,Long-Term Care,105,6962,"['Assisted Living', 'Independent Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514922,government_sourced,True,True,Canadian_Big_4
Evergreen Seniors Community - Surrey,5609 Granville Drive,Surrey,British Columbia,V2N 56G,(450) 551-3898,Long-Term Care,65,4102,"['Memory Care', 'Independent Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514923,government_sourced,True,True,Canadian_Big_4
Seashore Retirement Village - Langley,8360 Marine Drive,Langley,British Columbia,V6V 83D,(647) 259-6517,Independent Living,102,5346,['Assisted Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514925,government_sourced,True,True,Canadian_Big_4
Fraser Valley Assisted Living - Richmond,4209 Broadway Drive,Richmond,British Columbia,V5X 04W,(905) 293-1702,Retirement Home,178,8149,"['Assisted Living', 'Long-Term Care']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514927,government_sourced,True,True,Canadian_Big_4
Mountain Vista Care - Saanich,6442 Kingsway Drive,Saanich,British Columbia,V1G 08P,(365) 657-6627,Independent Living,223,6438,"['Long-Term Care', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514928,government_sourced,True,True,Canadian_Big_4
Evergreen Seniors Community - Kelowna,2659 Broadway Drive,Kelowna,British Columbia,V2N 92D,(438) 313-6345,Assisted Living,200,4970,"['Independent Living', 'Long-Term Care', 'Assisted Living']",BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514930,government_sourced,True,True,Canadian_Big_4
Evergreen Seniors Community - Surrey,9043 Hastings Drive,Surrey,British Columbia,V8X 12A,(514) 878-2986,Assisted Living,212,7807,['Assisted Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514934,government_sourced,True,True,Canadian_Big_4
Harbour View Care Centre - Richmond,1537 Granville Drive,Richmond,British Columbia,V7W 73N,(778) 445-1647,Independent Living,182,7819,['Assisted Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514936,government_sourced,True,True,Canadian_Big_4
Mountain Vista Care - Langley,2723 Fraser Drive,Langley,British Columbia,V7K 41K,(236) 892-5690,Independent Living,120,6247,['Independent Living'],BC Ministry of Health,Canada,CAD,2025-07-17T22:19:42.514938,government_sourced,True,True,Canadian_Big_4
Aspen Grove Manor - Camrose,9169 Avenue NW,Camrose,Alberta,T8F 25Y,(403) 264-9199,Memory Care,271,5972,"['Memory Care', 'Independent Living']",Alberta Health,Canada,CAD,2025-07-17T22:19:42.514939,government_sourced,True,True,Canadian_Big_4
Rocky Mountain Seniors - Leduc,8869 Avenue NW,Leduc,Alberta,T1E 16M,(778) 911-1463,Continuing Care,196,4788,['Assisted Living'],Alberta Health,Canada,CAD,2025-07-17T22:19:42.514941,government_sourced,True,True,Canadian_Big_4
Sunrise Manor - Medicine Hat,7283 Centre NW,Medicine Hat,Alberta,T4K 80J,(819) 180-9501,Long-Term Care,254,5451,"['Memory Care', 'Long-Term Care', 'Assisted Living']",Alberta Health,Canada,CAD,2025-07-17T22:19:42.514943,government_sourced,True,True,Canadian_Big_4
Prairie View Seniors Home - Leduc,7017 Drive NW,Leduc,Alberta,T1D 27Y,(905) 405-9674,Supportive Living,266,4467,['Memory Care'],Alberta Health,Canada,CAD,2025-07-17T22:19:42.514944,government_sourced,True,True,Canadian_Big_4
Aspen Grove Manor - Leduc,6372 Centre NW,Leduc,Alberta,T5E 68G,(905) 245-4993,Continuing Care,131,3893,"['Memory Care', 'Long-Term Care', 'Independent Living']",Alberta Health,Canada,CAD,2025-07-17T22:19:42.514946,government_sourced,True,True,Canadian_Big_4
Rocky Mountain Seniors - Camrose,6926 Boulevard NW,Camrose,Alberta,T3B 33J,(514) 610-4217,Supportive Living,158,3614,"['Memory Care', 'Assisted Living']",Alberta Health,Canada,CAD,2025-07-17T22:19:42.514948,government_sourced,True,True,Canadian_Big_4
Chinook Winds Retirement - Edmonton,2452 Road NW,Edmonton,Alberta,T3A 19O,(236) 776-2966,Continuing Care,266,6631,"['Memory Care', 'Long-Term Care']",Alberta Health,Canada,CAD,2025-07-17T22:19:42.514949,government_sourced,True,True,Canadian_Big_4
Heritage Pointe Care - Grande Prairie,7573 Street NW,Grande Prairie,Alberta,T3P 49U,(289) 530-1037,Supportive Living,113,3043,"['Assisted Living', 'Independent Living', 'Memory Care']",Alberta Health,Canada,CAD,2025-07-17T22:19:42.514951,government_sourced,True,True,Canadian_Big_4
Rocky Mountain Seniors - Airdrie,4154 Street NW,Airdrie,Alberta,T7I 03M,(905) 290-2502,Long-Term Care,124,5534,"['Assisted Living', 'Independent Living', 'Memory Care']",Alberta Health,Canada,CAD,2025-07-17T22:19:42.514953,government_sourced,True,True,Canadian_Big_4
Heritage Pointe Care - Camrose,3666 Boulevard NW,Camrose,Alberta,T5H 42T,(416) 788-4029,Supportive Living,228,5749,['Independent Living'],Alberta Health,Canada,CAD,2025-07-17T22:19:42.514955,government_sourced,True,True,Canadian_Big_4
Foothills Care Centre - Grande Prairie,8299 Centre NW,Grande Prairie,Alberta,T3W 95I,(403) 488-5104,Retirement Home,187,6292,['Independent Living'],Alberta Health,Canada,CAD,2025-07-17T22:19:42.514956,government_sourced,True,True,Canadian_Big_4
Chinook Winds Retirement - Calgary,4499 Road NW,Calgary,Alberta,T1Z 31Z,(437) 648-4373,Long-Term Care,135,4846,"['Long-Term Care', 'Assisted Living', 'Independent Living']",Alberta Health,Canada,CAD,2025-07-17T22:19:42.514958,government_sourced,True,True,Canadian_Big_4
Prairie View Seniors Home - Lethbridge,4803 Centre NW,Lethbridge,Alberta,T9R 54S,(778) 874-8176,Retirement Home,130,3804,['Assisted Living'],Alberta Health,Canada,CAD,2025-07-17T22:19:42.514960,government_sourced,True,True,Canadian_Big_4
