id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Badger State Manor,1000 Main Street,Friendship,Adams,WI,53001,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40001,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.adams-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0231,-89.44120000000001
488,Lakeside Village,1800 Second Street,Oshkosh,Winnebago,WI,53488,(422) 508-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,38,WI-ALF-40488,Wisconsin Department of Health Services,2024-11-09,83,False,True,True,https://www.winnebago-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,44.0567,-88.5826
489,Brewers Ridge,1900 Third Street,Oshkosh,Winnebago,WI,53489,(423) 509-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,39,WI-ALF-40489,Wisconsin Department of Health Services,2024-03-10,84,True,False,False,https://www.winnebago-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,44.0667,-88.5726
490,Packers Commons,2000 Fourth Street,Oshkosh,Winnebago,WI,53490,(424) 510-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,40,WI-ALF-40490,Wisconsin Department of Health Services,2024-04-11,85,False,True,False,https://www.winnebago-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.9767,-88.56259999999999
491,Maple Ridge Manor,2100 Fifth Street,Oshkosh,Winnebago,WI,53491,(425) 511-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,41,WI-ALF-40491,Wisconsin Department of Health Services,2024-05-12,86,False,False,False,https://www.winnebago-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.9867,-88.5526
492,Badger State Manor,1000 Main Street,Wisconsin Rapids,Wood,WI,53492,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40492,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.wood-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0231,-89.44120000000001
493,Cheese Country Commons,1100 Wisconsin Avenue,Wisconsin Rapids,Wood,WI,53493,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40493,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.wood-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0331,-89.4312
494,Northwoods Care,1200 State Street,Wisconsin Rapids,Wood,WI,53494,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40494,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.wood-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.043099999999995,-89.4212
495,Dairyland Village,1300 Oak Street,Wisconsin Rapids,Wood,WI,53495,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40495,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.wood-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.05309999999999,-89.41120000000001
496,Wisconsin Rapids Manor,1400 Maple Avenue,Wisconsin Rapids,Wood,WI,53496,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40496,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.wood-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0631,-89.4012
497,Great Lakes Commons,1500 Pine Street,Wisconsin Rapids,Wood,WI,53497,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40497,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.wood-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0731,-89.3912
