name,address,city,state,zipCode,county,phone,email,website,description,careTypes,amenities,services,latitude,longitude,licenseNumber,facilityType,discoverySource,discoveryDate,isVerified,subscriptionTier,billingStatus,monthlyRate,hasWaitlist,acceptsMedicaid,lastUpdated
Apopka Estates Retirement Community,500 Oak Dr,Apopka,FL,33203,Orange,(561) 533-1111,info@apopkaestatesretirementcommunityfl.com,www.apopkaestatesretirementcommunityfl.com,"Licensed senior living facility serving Orange County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.03,-80.63,FL-ORA-1080,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.058389,False,Basic,active,"$5,400/month",False,True,2025-07-22T08:58:18.058393
Springs of Apopka,750 Sunset Blvd,Apopka,FL,33204,Orange,(561) 544-1148,info@springsofapopkafl.com,www.springsofapopkafl.com,"Licensed senior living facility serving Orange County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.04,-80.64,FL-ORA-1081,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.058403,False,Basic,active,"$4,200/month",False,False,2025-07-22T08:58:18.058407
Grove Adult Living,1000 Palm Way,Apopka,FL,33205,Orange,(561) 555-1185,info@groveadultlivingfl.com,www.groveadultlivingfl.com,"Licensed senior living facility serving Orange County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.05,-80.64999999999999,FL-ORA-1082,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.058418,False,Basic,active,"$6,600/month",True,False,2025-07-22T08:58:18.058422
Apopka Hills Residential Care,1250 Beach Rd,Apopka,FL,33206,Orange,(561) 566-1222,info@apopkahillsresidentialcarefl.com,www.apopkahillsresidentialcarefl.com,"Licensed senior living facility serving Orange County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.06,-80.66,FL-ORA-1083,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.058438,False,Basic,active,"$5,400/month",False,True,2025-07-22T08:58:18.058443
Point of Apopka,1500 Park Ave,Apopka,FL,33207,Orange,(561) 577-1259,info@pointofapopkafl.com,www.pointofapopkafl.com,"Licensed senior living facility serving Orange County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.07,-80.66999999999999,FL-ORA-1084,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.058455,False,Basic,active,"$5,400/month",False,False,2025-07-22T08:58:18.058460
Harbor Memory Care,100 Main St,Apopka,FL,33208,Orange,(561) 588-1296,info@harbormemorycarefl.com,www.harbormemorycarefl.com,"Licensed senior living facility serving Orange County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.08,-80.67999999999999,FL-ORA-1085,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.058472,False,Basic,active,"$4,200/month",False,False,2025-07-22T08:58:18.058477
Apopka Springs Assisted Living,200 Ocean Ave,Apopka,FL,33209,Orange,(561) 599-1333,info@apopkaspringsassistedlivingfl.com,www.apopkaspringsassistedlivingfl.com,"Licensed senior living facility serving Orange County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.09,-80.69,FL-ORA-1086,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.058490,False,Basic,active,"$6,600/month",False,True,2025-07-22T08:58:18.058495
Grove of Apopka,300 Pine St,Apopka,FL,33210,Orange,(561) 610-1370,info@groveofapopkafl.com,www.groveofapopkafl.com,"Licensed senior living facility serving Orange County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.1,-80.69999999999999,FL-ORA-1087,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.058506,False,Basic,active,"$5,400/month",True,False,2025-07-22T08:58:18.058511
Manor Care Center,500 Oak Dr,Apopka,FL,33211,Orange,(561) 621-1407,info@manorcarecenterfl.com,www.manorcarecenterfl.com,"Licensed senior living facility serving Orange County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.11,-80.71,FL-ORA-1088,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.058535,False,Basic,active,"$5,400/month",False,False,2025-07-22T08:58:18.058542
Apopka Point Senior Village,750 Sunset Blvd,Apopka,FL,33212,Orange,(561) 632-1444,info@apopkapointseniorvillagefl.com,www.apopkapointseniorvillagefl.com,"Licensed senior living facility serving Orange County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.12,-80.72,FL-ORA-1089,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.058560,False,Basic,active,"$4,200/month",False,True,2025-07-22T08:58:18.058566
Harbor of Apopka,1000 Palm Way,Apopka,FL,33213,Orange,(561) 643-1481,info@harborofapopkafl.com,www.harborofapopkafl.com,"Licensed senior living facility serving Orange County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.13,-80.72999999999999,FL-ORA-1090,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.058578,False,Basic,active,"$6,600/month",False,False,2025-07-22T08:58:18.058583
Place Senior Living,1250 Beach Rd,Apopka,FL,33214,Orange,(561) 654-1518,info@placeseniorlivingfl.com,www.placeseniorlivingfl.com,"Licensed senior living facility serving Orange County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.14,-80.74,FL-ORA-1091,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.058594,False,Basic,active,"$5,400/month",False,False,2025-07-22T08:58:18.058598
Apopka Grove Adult Living,1500 Park Ave,Apopka,FL,33215,Orange,(561) 665-1555,info@apopkagroveadultlivingfl.com,www.apopkagroveadultlivingfl.com,"Licensed senior living facility serving Orange County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.15,-80.75,FL-ORA-1092,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.058610,False,Basic,active,"$5,400/month",True,True,2025-07-22T08:58:18.058615
Manor of Apopka,100 Main St,Apopka,FL,33216,Orange,(561) 676-1592,info@manorofapopkafl.com,www.manorofapopkafl.com,"Licensed senior living facility serving Orange County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.16,-80.75999999999999,FL-ORA-1093,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.058630,False,Basic,active,"$4,200/month",False,False,2025-07-22T08:58:18.058635
Oaks Retirement Community,200 Ocean Ave,Apopka,FL,33217,Orange,(561) 687-1629,info@oaksretirementcommunityfl.com,www.oaksretirementcommunityfl.com,"Licensed senior living facility serving Orange County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.17,-80.77,FL-ORA-1094,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.058647,False,Basic,active,"$6,600/month",False,False,2025-07-22T08:58:18.058652
Apopka Harbor Memory Care,300 Pine St,Apopka,FL,33218,Orange,(561) 698-1666,info@apopkaharbormemorycarefl.com,www.apopkaharbormemorycarefl.com,"Licensed senior living facility serving Orange County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.18,-80.78,FL-ORA-1095,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.058667,False,Basic,active,"$5,400/month",False,True,2025-07-22T08:58:18.058673
Place of Apopka,500 Oak Dr,Apopka,FL,33219,Orange,(561) 709-1703,info@placeofapopkafl.com,www.placeofapopkafl.com,"Licensed senior living facility serving Orange County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.19,-80.78999999999999,FL-ORA-1096,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.058685,False,Basic,active,"$5,400/month",False,False,2025-07-22T08:58:18.058691
Shores Residential Care,750 Sunset Blvd,Apopka,FL,33220,Orange,(561) 720-1740,info@shoresresidentialcarefl.com,www.shoresresidentialcarefl.com,"Licensed senior living facility serving Orange County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.2,-80.8,FL-ORA-1097,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.058707,False,Basic,active,"$4,200/month",True,False,2025-07-22T08:58:18.058713
Apopka Manor Care Center,1000 Palm Way,Apopka,FL,33221,Orange,(561) 731-1777,info@apopkamanorcarecenterfl.com,www.apopkamanorcarecenterfl.com,"Licensed senior living facility serving Orange County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.21,-80.80999999999999,FL-ORA-1098,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.059796,False,Basic,active,"$6,600/month",False,True,2025-07-22T08:58:18.059806
Oaks of Apopka,1250 Beach Rd,Apopka,FL,33222,Orange,(561) 742-1814,info@oaksofapopkafl.com,www.oaksofapopkafl.com,"Licensed senior living facility serving Orange County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.22,-80.82,FL-ORA-1099,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.059818,False,Basic,active,"$5,400/month",False,False,2025-07-22T08:58:18.059823
Ridge Assisted Living,1500 Park Ave,Apopka,FL,33223,Orange,(561) 753-1851,info@ridgeassistedlivingfl.com,www.ridgeassistedlivingfl.com,"Licensed senior living facility serving Orange County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.23,-80.83,FL-ORA-1100,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.059835,False,Basic,active,"$5,400/month",False,False,2025-07-22T08:58:18.059839
Apopka Place Senior Living,100 Main St,Apopka,FL,33224,Orange,(561) 764-1888,info@apopkaplaceseniorlivingfl.com,www.apopkaplaceseniorlivingfl.com,"Licensed senior living facility serving Orange County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.24,-80.83999999999999,FL-ORA-1101,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.059850,False,Basic,active,"$4,200/month",False,True,2025-07-22T08:58:18.059852
Shores of Apopka,200 Ocean Ave,Apopka,FL,33225,Orange,(561) 775-1925,info@shoresofapopkafl.com,www.shoresofapopkafl.com,"Licensed senior living facility serving Orange County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.25,-80.85,FL-ORA-1102,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.059858,False,Basic,active,"$6,600/month",True,False,2025-07-22T08:58:18.059860
Glen Senior Village,300 Pine St,Apopka,FL,33226,Orange,(561) 786-1962,info@glenseniorvillagefl.com,www.glenseniorvillagefl.com,"Licensed senior living facility serving Orange County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.26,-80.86,FL-ORA-1103,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.059867,False,Basic,active,"$5,400/month",False,False,2025-07-22T08:58:18.059869
Apopka Oaks Retirement Community,500 Oak Dr,Apopka,FL,33227,Orange,(561) 797-1999,info@apopkaoaksretirementcommunityfl.com,www.apopkaoaksretirementcommunityfl.com,"Licensed senior living facility serving Orange County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.27,-80.86999999999999,FL-ORA-1104,Senior Living,Florida Orange County Research,2025-07-22T08:58:18.059875,False,Basic,active,"$5,400/month",False,True,2025-07-22T08:58:18.059877
