id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Colonial Manor,1000 Main Street,Accomack,Accomack,VA,22001,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70001,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.accomack-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
519,Virginia Heritage Care,1300 Commonwealth Boulevard,Tazewell,Tazewell,VA,22519,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70519,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.tazewell-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
520,Potomac River Manor,1400 Jefferson Street,Tazewell,Tazewell,VA,22520,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70520,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.tazewell-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
521,Colonial Manor,1000 Main Street,Front Royal,Warren,VA,22521,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70521,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.warren-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
522,Commonwealth Commons,1100 Virginia Avenue,Front Royal,Warren,VA,22522,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70522,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.warren-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
523,Old Dominion Village,1200 Colonial Drive,Front Royal,Warren,VA,22523,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70523,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.warren-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
524,Virginia Heritage Care,1300 Commonwealth Boulevard,Front Royal,Warren,VA,22524,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70524,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.warren-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
525,Potomac River Manor,1400 Jefferson Street,Front Royal,Warren,VA,22525,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70525,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.warren-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
526,Colonial Manor,1000 Main Street,Abingdon,Washington,VA,22526,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70526,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.washington-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
527,Commonwealth Commons,1100 Virginia Avenue,Abingdon,Washington,VA,22527,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70527,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.washington-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
528,Old Dominion Village,1200 Colonial Drive,Abingdon,Washington,VA,22528,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70528,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.washington-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
529,Virginia Heritage Care,1300 Commonwealth Boulevard,Abingdon,Washington,VA,22529,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70529,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.washington-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
530,Potomac River Manor,1400 Jefferson Street,Abingdon,Washington,VA,22530,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70530,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.washington-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
531,Colonial Manor,1000 Main Street,Westmoreland,Westmoreland,VA,22531,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70531,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.westmoreland-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
532,Commonwealth Commons,1100 Virginia Avenue,Westmoreland,Westmoreland,VA,22532,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70532,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.westmoreland-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
533,Old Dominion Village,1200 Colonial Drive,Westmoreland,Westmoreland,VA,22533,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70533,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.westmoreland-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
534,Virginia Heritage Care,1300 Commonwealth Boulevard,Westmoreland,Westmoreland,VA,22534,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70534,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.westmoreland-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
535,Potomac River Manor,1400 Jefferson Street,Westmoreland,Westmoreland,VA,22535,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70535,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.westmoreland-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
536,Colonial Manor,1000 Main Street,Wise,Wise,VA,22536,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70536,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.wise-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
537,Commonwealth Commons,1100 Virginia Avenue,Wise,Wise,VA,22537,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70537,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.wise-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
538,Old Dominion Village,1200 Colonial Drive,Wise,Wise,VA,22538,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70538,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.wise-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
539,Virginia Heritage Care,1300 Commonwealth Boulevard,Wise,Wise,VA,22539,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70539,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.wise-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
540,Potomac River Manor,1400 Jefferson Street,Wise,Wise,VA,22540,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70540,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.wise-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
541,Colonial Manor,1000 Main Street,Wytheville,Wythe,VA,22541,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70541,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.wythe-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
542,Commonwealth Commons,1100 Virginia Avenue,Wytheville,Wythe,VA,22542,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70542,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.wythe-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
543,Old Dominion Village,1200 Colonial Drive,Wytheville,Wythe,VA,22543,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70543,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.wythe-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
544,Virginia Heritage Care,1300 Commonwealth Boulevard,Wytheville,Wythe,VA,22544,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70544,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.wythe-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
545,Potomac River Manor,1400 Jefferson Street,Wytheville,Wythe,VA,22545,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70545,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.wythe-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
546,Colonial Manor,1000 Main Street,Yorktown,York,VA,22546,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70546,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.york-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.1888,-76.5494
547,Commonwealth Commons,1100 Virginia Avenue,Yorktown,York,VA,22547,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70547,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.york-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.1988,-76.5394
548,Old Dominion Village,1200 Colonial Drive,Yorktown,York,VA,22548,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70548,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.york-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.2088,-76.5294
549,Virginia Heritage Care,1300 Commonwealth Boulevard,Yorktown,York,VA,22549,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70549,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.york-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.218799999999995,-76.5194
550,Potomac River Manor,1400 Jefferson Street,Yorktown,York,VA,22550,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70550,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.york-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.2288,-76.5094
551,Shenandoah Valley Village,1500 Washington Avenue,Yorktown,York,VA,22551,(708) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,VA-ALF-70551,Virginia Department of Health,2024-08-06,80,False,False,False,https://www.york-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.2388,-76.4994
552,Blue Ridge Commons,1600 Madison Street,Yorktown,York,VA,22552,(709) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,VA-ALF-70552,Virginia Department of Health,2024-09-07,81,True,True,False,https://www.york-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.248799999999996,-76.4894
553,Chesapeake Bay Manor,1700 Monroe Drive,Yorktown,York,VA,22553,(710) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,VA-ALF-70553,Virginia Department of Health,2024-10-08,82,False,False,False,https://www.york-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.2588,-76.4794
554,Colonial Manor,1000 Main Street,Alexandria,,VA,22554,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70554,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.alexandria-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.7548,-77.0869
555,Commonwealth Commons,1100 Virginia Avenue,Alexandria,,VA,22555,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70555,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.alexandria-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.7648,-77.0769
556,Old Dominion Village,1200 Colonial Drive,Alexandria,,VA,22556,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70556,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.alexandria-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.7748,-77.06689999999999
557,Virginia Heritage Care,1300 Commonwealth Boulevard,Alexandria,,VA,22557,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70557,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.alexandria-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.7848,-77.0569
558,Potomac River Manor,1400 Jefferson Street,Alexandria,,VA,22558,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70558,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.alexandria-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.7948,-77.0469
559,Shenandoah Valley Village,1500 Washington Avenue,Alexandria,,VA,22559,(708) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,VA-ALF-70559,Virginia Department of Health,2024-08-06,80,False,False,False,https://www.alexandria-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.8048,-77.03689999999999
560,Blue Ridge Commons,1600 Madison Street,Alexandria,,VA,22560,(709) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,VA-ALF-70560,Virginia Department of Health,2024-09-07,81,True,True,False,https://www.alexandria-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.8148,-77.0269
561,Chesapeake Bay Manor,1700 Monroe Drive,Alexandria,,VA,22561,(710) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,VA-ALF-70561,Virginia Department of Health,2024-10-08,82,False,False,False,https://www.alexandria-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.8248,-77.01689999999999
562,James River Village,1800 Old Dominion Avenue,Alexandria,,VA,22562,(711) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,VA-ALF-70562,Virginia Department of Health,2024-11-09,83,False,True,True,https://www.alexandria-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.8348,-77.0869
563,Rappahannock Commons,1900 Liberty Street,Alexandria,,VA,22563,(712) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,VA-ALF-70563,Virginia Department of Health,2024-03-10,84,True,False,False,https://www.alexandria-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.8448,-77.0769
564,Tidewater Manor,2000 Independence Boulevard,Alexandria,,VA,22564,(713) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,VA-ALF-70564,Virginia Department of Health,2024-04-11,85,False,True,False,https://www.alexandria-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.7548,-77.06689999999999
565,Piedmont Village,2100 Constitution Avenue,Alexandria,,VA,22565,(714) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,VA-ALF-70565,Virginia Department of Health,2024-05-12,86,False,False,False,https://www.alexandria-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.7648,-77.0569
566,Colonial Manor,1000 Main Street,Bristol,,VA,22566,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70566,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.bristol-senior-living.com,Active,Virginia Department of Health,2025-07-17,36.545100000000005,-82.2287
567,Commonwealth Commons,1100 Virginia Avenue,Bristol,,VA,22567,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70567,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.bristol-senior-living.com,Active,Virginia Department of Health,2025-07-17,36.5551,-82.2187
