provider_name,facility_type,address,city,state,phone,license_number,license_status,ownership_type,services,care_category,county,source_url,scraped_date
Oak Care Center,Residential Care Facility,9329 Pine Boulevard,Liberty Hill,TX,(682) 917-6820,ALF51290,Active,Family-Owned,"Memory Care, Skilled Nursing",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994106
Pine Assisted Living Facility,Residential Care Facility,3106 Cedar Court,Hutto,TX,(210) 402-7308,ASL75407,Licensed,Private,"Assisted Living, Respite Care",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994119
Silverado Retirement Community,Assisted Living Center,7045 San Antonio Way,Jarrell,TX,(254) 487-9293,RC91348,Active - Good Standing,Private,"Assisted Living, Memory Care",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994132
HCA Care Community,Residential Care Facility,5875 Forest Street,Hutto,TX,(346) 809-3774,LTC36270,Active - Good Standing,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994146
Emeritus Assisted Care,Senior Living Community,9822 Katy Freeway Court,Round Rock,TX,(254) 545-2817,RC18212,Active - Good Standing,Corporate,"Assisted Living, Memory Care",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994159
Elm Assisted Care,Assisted Living Facility,9550 Cedar Boulevard,Cedar Park,TX,(346) 688-3338,LTC61854,Licensed,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994175
Brookdale Collin Senior Care Center,Residential Care Facility,2934 Highland Boulevard,Round Rock,TX,(945) 257-2977,RC25546,Active - Good Standing,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994206
Pine Senior Services,Senior Living Community,2441 Oak Drive,Hutto,TX,(325) 369-2013,ASL87017,Licensed,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994220
Texas Health Senior Village,Residential Care Facility,2954 Richmond Place,Pflugerville,TX,(817) 322-3450,ALF17076,Active - Good Standing,Corporate,"Assisted Living, Respite Care",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994236
Ridge Williamson Care Community,Senior Living Community,2631 Austin Street,Cedar Park,TX,(325) 738-4054,LTC11753,Active,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994251
Manor Assisted Living Facility,Assisted Living Facility,7696 Cedar Street,Hutto,TX,(726) 372-9793,LTC57453,Active,Corporate,"Assisted Living, Memory Care",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994265
Texas Senior Campus,Assisted Living and Memory Care,9364 Eastex Freeway Avenue,Liberty Hill,TX,(281) 617-6561,ALF14047,Active - Good Standing,Non-Profit,"Memory Care, Skilled Nursing",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994278
Sunrise Dallas Assisted Living Facility,Assisted Living Facility,4743 Memorial Street,Taylor,TX,(325) 702-9406,LTC10815,Licensed,Private,"Assisted Living, Respite Care",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994292
West Texas Independent Living,Assisted Living Facility,5966 Preston Boulevard,Liberty Hill,TX,(903) 224-3191,RC51940,Active - Good Standing,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994306
Baylor Community Living,Assisted Living Center,8785 Mockingbird Lane,Taylor,TX,(409) 671-4282,LTC30671,Licensed,Corporate,"Assisted Living, Independent Living",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994319
Gardens Assisted Living Center,Assisted Living Center,5370 Lincoln Place,Hutto,TX,(972) 814-4956,ASL58879,Active - Good Standing,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994332
Golden Senior Services,Assisted Living and Memory Care,5676 Houston Drive,Cedar Park,TX,(979) 838-5641,LTC56168,Active,Private,"Memory Care, Skilled Nursing",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994350
Place Retirement Community,Assisted Living Facility,2789 University Lane,Cedar Park,TX,(361) 358-8898,RC39767,Active,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Williamson,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994363
Willow Community Living,Assisted Living Facility,8093 Memorial Way,Pinehurst,TX,(830) 654-1989,LTC30035,Licensed,Private,"Assisted Living, Respite Care",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994383
Sunrise Assisted Living Facility,Senior Living Community,1042 Kirby Way,The Woodlands,TX,(325) 979-2650,LTC99266,Active,Non-Profit,"Memory Care, Skilled Nursing",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994397
Medical Center Dallas Living Center,Assisted Living Center,7617 Pine Way,Cut and Shoot,TX,(682) 498-6034,ASL49111,Active,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994412
South Texas Care Community,Assisted Living and Memory Care,4428 University Boulevard,Oak Ridge North,TX,(346) 267-5640,ALF58170,Active - Good Standing,Private,"Memory Care, Skilled Nursing",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994425
Pecan Collin Independent Living,Senior Living Community,3033 Montrose Avenue,Magnolia,TX,(409) 275-6125,RC66070,Licensed,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994439
Sunrise Living Center,Assisted Living Facility,2205 Main Avenue,Oak Ridge North,TX,(979) 440-6809,LTC12381,Licensed,Corporate,"Assisted Living, Respite Care",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994452
Brookdale Assisted Care,Assisted Living Facility,208 Elm Lane,Willis,TX,(430) 649-4878,LTC22168,Licensed,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994466
Sunrise Care Community,Assisted Living Center,309 Cedar Street,Splendora,TX,(979) 354-1744,ALF56581,Active - Good Standing,Corporate,"Assisted Living, Independent Living",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994483
Silver Care Services,Senior Living Community,7858 Richmond Avenue,Shenandoah,TX,(806) 824-3661,ALF79713,Active,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994512
Texas Health Brazoria Senior Campus,Senior Living Community,6278 Houston Street,Magnolia,TX,(903) 986-8830,RC42619,Active - Good Standing,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994527
The Arbors Senior Campus,Assisted Living and Memory Care,5689 Washington Drive,Shenandoah,TX,(903) 928-7953,ASL61671,Active - Good Standing,Private,"Assisted Living, Memory Care",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994544
Cedar Webb Senior Campus,Assisted Living and Memory Care,4322 Katy Freeway Way,Shenandoah,TX,(979) 972-3849,ASL26237,Active,Corporate,"Assisted Living, Independent Living",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994558
Cedar Care Services,Assisted Living Center,6748 Skillman Street,Pinehurst,TX,(806) 580-1161,ALF51860,Active - Good Standing,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994571
Cypress Independent Living,Assisted Living and Memory Care,4711 Montrose Street,Cut and Shoot,TX,(726) 460-8527,ASL35692,Licensed,Private,"Assisted Living, Memory Care",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994585
Elm Senior Village,Assisted Living Facility,2141 Highland Court,Willis,TX,(979) 705-1172,RC41079,Licensed,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994597
Baptist Brazoria Senior Village,Assisted Living Facility,759 Fannin Way,The Woodlands,TX,(817) 964-1688,LTC28836,Licensed,Private,"Memory Care, Skilled Nursing",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994612
Memorial Senior Care,Assisted Living and Memory Care,3052 Gulf Freeway Boulevard,Pinehurst,TX,(726) 736-5503,RC45584,Active,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994625
Community Senior Care Center,Assisted Living and Memory Care,480 Westheimer Avenue,Oak Ridge North,TX,(346) 277-9577,ALF22735,Active - Good Standing,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994639
West Texas Retirement Community,Assisted Living Center,9248 Pine Lane,Pinehurst,TX,(806) 801-6441,LTC98082,Active - Good Standing,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994656
Sunrise Senior Care Center,Assisted Living Center,9720 Dallas Boulevard,Montgomery,TX,(830) 960-1913,RC64628,Active - Good Standing,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994669
Regional Assisted Care,Residential Care Facility,8197 Beltway Way,Splendora,TX,(409) 557-6222,LTC93224,Active,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994686
Sunrise Residential Care,Senior Living Community,5171 Montrose Avenue,Willis,TX,(469) 875-8544,LTC83524,Licensed,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994803
Texas Health Senior Residence,Assisted Living and Memory Care,8343 Skillman Boulevard,Willis,TX,(903) 720-6641,ALF96905,Active - Good Standing,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994824
Pecan Independent Living,Residential Care Facility,8268 Preston Avenue,Magnolia,TX,(430) 678-1823,RC89336,Active,Private,"Assisted Living, Memory Care",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994839
Baptist Assisted Living,Assisted Living Facility,2533 Mockingbird Boulevard,The Woodlands,TX,(469) 572-5754,LTC14085,Active - Good Standing,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994852
Memorial Nueces Assisted Living Facility,Assisted Living and Memory Care,4768 Austin Way,Montgomery,TX,(361) 947-9726,RC46724,Licensed,Private,"Assisted Living, Independent Living",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994872
Gardens Assisted Living,Residential Care Facility,8541 Loop Court,Splendora,TX,(830) 988-4660,ALF90562,Active - Good Standing,Private,"Memory Care, Skilled Nursing",Assisted Living,Montgomery,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994886
Cypress Senior Residence,Residential Care Facility,3483 River Oaks Place,Santa Fe,TX,(346) 591-1173,ALF23929,Active,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Galveston,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994903
Gulf Coast Community Living,Residential Care Facility,9334 Greenville Lane,La Marque,TX,(806) 699-2084,LTC94781,Licensed,Corporate,"Assisted Living, Independent Living",Assisted Living,Galveston,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994917
Elm Dallas Senior Care Center,Residential Care Facility,7753 Lovers Road,Dickinson,TX,(430) 589-3216,ALF71330,Active - Good Standing,Private,"Assisted Living, Independent Living",Assisted Living,Galveston,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994931
UT Health Bell Senior Village,Assisted Living Facility,6989 Katy Freeway Road,Galveston,TX,(979) 549-8608,LTC76451,Active - Good Standing,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Galveston,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994950
Atria Tarrant Independent Living,Residential Care Facility,3460 Lincoln Avenue,League City,TX,(940) 264-8514,ASL27625,Active - Good Standing,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Galveston,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994965
Sunrise Senior Care,Assisted Living Facility,612 Preston Boulevard,Kemah,TX,(945) 601-9025,ASL77521,Licensed,Corporate,"Assisted Living, Memory Care",Assisted Living,Galveston,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994979
Baptist Assisted Living Facility,Assisted Living and Memory Care,4733 Greenville Street,Friendswood,TX,(832) 516-5179,ASL50457,Active - Good Standing,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Galveston,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.994993
Sunrise Senior Housing,Assisted Living Facility,3024 Pine Court,Dickinson,TX,(512) 643-3250,ASL82831,Licensed,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Galveston,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.995005
South Texas Health Services,Senior Living Community,9919 Forest Drive,Santa Fe,TX,(346) 738-1480,ASL35763,Active - Good Standing,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Galveston,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.995019
Presbyterian Care Community,Senior Living Community,9914 University Court,La Marque,TX,(940) 984-4326,RC47277,Licensed,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Galveston,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.995032
Gardens Residential Care,Residential Care Facility,9552 University Drive,Dickinson,TX,(682) 735-3293,RC51766,Active,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Galveston,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.995045
Magnolia Retirement Community,Residential Care Facility,7239 Maple Avenue,Texas City,TX,(832) 324-9787,LTC27909,Active - Good Standing,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Galveston,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.995070
Pine Senior Residence,Assisted Living Center,1685 Westheimer Drive,Galveston,TX,(726) 545-1526,ALF75139,Active - Good Standing,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Galveston,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.995084
Elm Health Services,Assisted Living Facility,6256 Westheimer Avenue,Clear Lake Shores,TX,(817) 259-9864,ALF19909,Licensed,Corporate,"Assisted Living, Memory Care",Assisted Living,Galveston,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.995100
Silver Retirement Community,Assisted Living Center,4197 Eastex Freeway Court,Galveston,TX,(903) 657-7271,RC24441,Licensed,Private,"Assisted Living, Independent Living",Assisted Living,Galveston,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.995114
Elm Care Community,Assisted Living Center,6300 Preston Way,Galveston,TX,(737) 873-1444,RC63661,Active - Good Standing,Private,"Assisted Living, Independent Living",Assisted Living,Galveston,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.995127
Houston Methodist Senior Community,Assisted Living Facility,3871 River Oaks Way,Bacliff,TX,(915) 451-5849,ALF94693,Licensed,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Galveston,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.995140
Hill Country Residential Care,Assisted Living Center,4763 Forest Court,Santa Fe,TX,(972) 892-1293,ASL41922,Active - Good Standing,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Galveston,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.995221
Premier Assisted Living,Assisted Living Facility,482 Pine Way,La Marque,TX,(281) 418-6081,LTC12353,Active,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Galveston,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.995245
