id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Gateway Manor,1000 Main Street,Kirksville,Adair,MO,63001,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60001,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.adair-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.139700000000005,-92.62960000000001
496,Gateway Manor,1000 Main Street,New Madrid,New Madrid,MO,63496,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60496,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.newmadrid-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.476400000000005,-89.5754
497,Show-Me Village,1100 Missouri Avenue,New Madrid,New Madrid,MO,63497,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60497,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.newmadrid-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.4864,-89.5654
498,Ozark Commons,1200 Gateway Boulevard,New Madrid,New Madrid,MO,63498,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60498,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.newmadrid-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.4964,-89.55539999999999
499,Missouri River Village,1300 Show-Me Drive,New Madrid,New Madrid,MO,63499,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60499,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.newmadrid-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.5064,-89.5454
500,Kansas City Commons,1400 Ozark Street,New Madrid,New Madrid,MO,63500,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60500,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.newmadrid-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.516400000000004,-89.5354
501,St. Louis Manor,1500 Kansas City Avenue,New Madrid,New Madrid,MO,63501,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60501,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.newmadrid-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.5264,-89.52539999999999
502,Gateway Manor,1000 Main Street,Neosho,Newton,MO,63502,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60502,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.newton-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.9264,-94.37540000000001
503,Show-Me Village,1100 Missouri Avenue,Neosho,Newton,MO,63503,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60503,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.newton-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.9364,-94.36540000000001
504,Ozark Commons,1200 Gateway Boulevard,Neosho,Newton,MO,63504,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60504,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.newton-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.9464,-94.3554
505,Missouri River Village,1300 Show-Me Drive,Neosho,Newton,MO,63505,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60505,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.newton-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.956399999999995,-94.34540000000001
506,Kansas City Commons,1400 Ozark Street,Neosho,Newton,MO,63506,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60506,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.newton-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.9664,-94.3354
507,St. Louis Manor,1500 Kansas City Avenue,Neosho,Newton,MO,63507,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60507,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.newton-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.9764,-94.3254
508,Gateway Manor,1000 Main Street,Maryville,Nodaway,MO,63508,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60508,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.nodaway-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.3264,-94.87540000000001
509,Show-Me Village,1100 Missouri Avenue,Maryville,Nodaway,MO,63509,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60509,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.nodaway-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.3364,-94.86540000000001
510,Ozark Commons,1200 Gateway Boulevard,Maryville,Nodaway,MO,63510,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60510,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.nodaway-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.346399999999996,-94.8554
511,Missouri River Village,1300 Show-Me Drive,Maryville,Nodaway,MO,63511,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60511,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.nodaway-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.356399999999994,-94.84540000000001
512,Kansas City Commons,1400 Ozark Street,Maryville,Nodaway,MO,63512,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60512,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.nodaway-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.3664,-94.8354
513,St. Louis Manor,1500 Kansas City Avenue,Maryville,Nodaway,MO,63513,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60513,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.nodaway-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.3764,-94.8254
514,Gateway Manor,1000 Main Street,Alton,Oregon,MO,63514,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60514,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.oregon-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.6764,-91.37540000000001
515,Show-Me Village,1100 Missouri Avenue,Alton,Oregon,MO,63515,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60515,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.oregon-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.6864,-91.36540000000001
516,Ozark Commons,1200 Gateway Boulevard,Alton,Oregon,MO,63516,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60516,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.oregon-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.6964,-91.3554
517,Missouri River Village,1300 Show-Me Drive,Alton,Oregon,MO,63517,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60517,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.oregon-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.706399999999995,-91.34540000000001
518,Kansas City Commons,1400 Ozark Street,Alton,Oregon,MO,63518,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60518,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.oregon-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.7164,-91.3354
519,St. Louis Manor,1500 Kansas City Avenue,Alton,Oregon,MO,63519,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60519,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.oregon-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.7264,-91.3254
520,Gateway Manor,1000 Main Street,Linn,Osage,MO,63520,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60520,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.osage-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.476400000000005,-91.5754
521,Show-Me Village,1100 Missouri Avenue,Linn,Osage,MO,63521,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60521,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.osage-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.4864,-91.5654
522,Ozark Commons,1200 Gateway Boulevard,Linn,Osage,MO,63522,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60522,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.osage-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.4964,-91.55539999999999
523,Missouri River Village,1300 Show-Me Drive,Linn,Osage,MO,63523,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60523,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.osage-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.5064,-91.5454
524,Kansas City Commons,1400 Ozark Street,Linn,Osage,MO,63524,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60524,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.osage-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.516400000000004,-91.5354
525,St. Louis Manor,1500 Kansas City Avenue,Linn,Osage,MO,63525,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60525,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.osage-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.5264,-91.52539999999999
526,Gateway Manor,1000 Main Street,Gainesville,Ozark,MO,63526,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60526,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.ozark-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.626400000000004,-92.2754
527,Show-Me Village,1100 Missouri Avenue,Gainesville,Ozark,MO,63527,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60527,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.ozark-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.6364,-92.2654
528,Ozark Commons,1200 Gateway Boulevard,Gainesville,Ozark,MO,63528,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60528,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.ozark-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.6464,-92.2554
529,Missouri River Village,1300 Show-Me Drive,Gainesville,Ozark,MO,63529,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60529,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.ozark-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.6564,-92.2454
530,Kansas City Commons,1400 Ozark Street,Gainesville,Ozark,MO,63530,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60530,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.ozark-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.6664,-92.2354
531,St. Louis Manor,1500 Kansas City Avenue,Gainesville,Ozark,MO,63531,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60531,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.ozark-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.6764,-92.2254
532,Gateway Manor,1000 Main Street,Caruthersville,Pemiscot,MO,63532,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60532,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.pemiscot-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.126400000000004,-89.67540000000001
533,Show-Me Village,1100 Missouri Avenue,Caruthersville,Pemiscot,MO,63533,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60533,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.pemiscot-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.1364,-89.6654
534,Ozark Commons,1200 Gateway Boulevard,Caruthersville,Pemiscot,MO,63534,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60534,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.pemiscot-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.1464,-89.6554
535,Missouri River Village,1300 Show-Me Drive,Caruthersville,Pemiscot,MO,63535,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60535,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.pemiscot-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.1564,-89.64540000000001
536,Kansas City Commons,1400 Ozark Street,Caruthersville,Pemiscot,MO,63536,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60536,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.pemiscot-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.1664,-89.6354
537,St. Louis Manor,1500 Kansas City Avenue,Caruthersville,Pemiscot,MO,63537,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60537,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.pemiscot-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.1764,-89.6254
