id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Great Lakes Manor,1000 Main Street,Harrisville,Alcona,MI,48001,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30001,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.alcona-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
359,Pine Ridge,1200 Michigan Avenue,Midland,Midland,MI,48359,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30359,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.midland-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
360,Maple Gardens,1300 Lake Street,Midland,Midland,MI,48360,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30360,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.midland-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
361,Heartland Manor,1400 Oak Street,Midland,Midland,MI,48361,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30361,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.midland-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
362,Autumn Ridge,1500 Maple Avenue,Midland,Midland,MI,48362,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30362,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.midland-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
363,Great Lakes Manor,1000 Main Street,Lake City,Missaukee,MI,48363,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30363,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.missaukee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
364,Lakeside Living,1100 State Street,Lake City,Missaukee,MI,48364,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30364,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.missaukee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
365,Pine Ridge,1200 Michigan Avenue,Lake City,Missaukee,MI,48365,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30365,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.missaukee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
366,Maple Gardens,1300 Lake Street,Lake City,Missaukee,MI,48366,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30366,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.missaukee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
367,Heartland Manor,1400 Oak Street,Lake City,Missaukee,MI,48367,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30367,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.missaukee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
368,Autumn Ridge,1500 Maple Avenue,Lake City,Missaukee,MI,48368,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30368,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.missaukee-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
369,Great Lakes Manor,1000 Main Street,Monroe,Monroe,MI,48369,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30369,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.monroe-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,41.8667,-83.41760000000001
370,Lakeside Living,1100 State Street,Monroe,Monroe,MI,48370,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30370,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.monroe-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,41.8767,-83.4076
371,Pine Ridge,1200 Michigan Avenue,Monroe,Monroe,MI,48371,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30371,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.monroe-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,41.8867,-83.3976
372,Maple Gardens,1300 Lake Street,Monroe,Monroe,MI,48372,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30372,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.monroe-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,41.896699999999996,-83.3876
373,Heartland Manor,1400 Oak Street,Monroe,Monroe,MI,48373,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30373,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.monroe-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,41.9067,-83.3776
374,Autumn Ridge,1500 Maple Avenue,Monroe,Monroe,MI,48374,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30374,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.monroe-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,41.9167,-83.3676
375,Great Lakes Manor,1000 Main Street,Stanton,Montcalm,MI,48375,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30375,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.montcalm-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
376,Lakeside Living,1100 State Street,Stanton,Montcalm,MI,48376,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30376,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.montcalm-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
377,Pine Ridge,1200 Michigan Avenue,Stanton,Montcalm,MI,48377,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30377,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.montcalm-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
378,Maple Gardens,1300 Lake Street,Stanton,Montcalm,MI,48378,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30378,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.montcalm-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
379,Heartland Manor,1400 Oak Street,Stanton,Montcalm,MI,48379,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30379,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.montcalm-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
380,Autumn Ridge,1500 Maple Avenue,Stanton,Montcalm,MI,48380,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30380,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.montcalm-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
381,Great Lakes Manor,1000 Main Street,Atlanta,Montmorency,MI,48381,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30381,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.montmorency-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
382,Lakeside Living,1100 State Street,Atlanta,Montmorency,MI,48382,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30382,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.montmorency-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
383,Pine Ridge,1200 Michigan Avenue,Atlanta,Montmorency,MI,48383,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30383,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.montmorency-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
384,Maple Gardens,1300 Lake Street,Atlanta,Montmorency,MI,48384,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30384,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.montmorency-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
385,Heartland Manor,1400 Oak Street,Atlanta,Montmorency,MI,48385,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30385,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.montmorency-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
386,Autumn Ridge,1500 Maple Avenue,Atlanta,Montmorency,MI,48386,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30386,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.montmorency-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
387,Great Lakes Manor,1000 Main Street,Muskegon,Muskegon,MI,48387,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30387,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.muskegon-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,43.184200000000004,-86.28840000000001
388,Lakeside Living,1100 State Street,Muskegon,Muskegon,MI,48388,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30388,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.muskegon-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,43.1942,-86.2784
389,Pine Ridge,1200 Michigan Avenue,Muskegon,Muskegon,MI,48389,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30389,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.muskegon-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,43.2042,-86.2684
390,Maple Gardens,1300 Lake Street,Muskegon,Muskegon,MI,48390,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30390,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.muskegon-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,43.2142,-86.25840000000001
391,Heartland Manor,1400 Oak Street,Muskegon,Muskegon,MI,48391,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30391,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.muskegon-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,43.2242,-86.2484
392,Autumn Ridge,1500 Maple Avenue,Muskegon,Muskegon,MI,48392,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30392,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.muskegon-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,43.2342,-86.2384
393,Sunrise Manor,1600 Pine Street,Muskegon,Muskegon,MI,48393,(319) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,MI-ALF-30393,Michigan Department of Health and Human Services,2024-09-07,76,True,True,False,https://www.muskegon-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,43.2442,-86.22840000000001
394,Riverside Commons,1700 Cedar Avenue,Muskegon,Muskegon,MI,48394,(320) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,32,MI-ALF-30394,Michigan Department of Health and Human Services,2024-10-08,77,False,False,False,https://www.muskegon-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,43.254200000000004,-86.2184
395,Great Lakes Manor,1000 Main Street,White Cloud,Newaygo,MI,48395,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30395,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.newaygo-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
396,Lakeside Living,1100 State Street,White Cloud,Newaygo,MI,48396,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30396,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.newaygo-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
397,Pine Ridge,1200 Michigan Avenue,White Cloud,Newaygo,MI,48397,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30397,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.newaygo-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
398,Maple Gardens,1300 Lake Street,White Cloud,Newaygo,MI,48398,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30398,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.newaygo-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
399,Heartland Manor,1400 Oak Street,White Cloud,Newaygo,MI,48399,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30399,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.newaygo-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
400,Autumn Ridge,1500 Maple Avenue,White Cloud,Newaygo,MI,48400,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30400,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.newaygo-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
