id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Hoosier Heritage Manor,1000 Main Street,Decatur,Adams,IN,46001,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30001,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.adams-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7184,-86.19810000000001
395,Indiana Crossroads,1500 Maple Avenue,Spencer,Owen,IN,46395,(322) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IN-ALF-30395,Indiana State Department of Health,2024-08-06,80,False,False,False,https://www.owen-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7684,-86.1481
396,Hoosier Heritage Manor,1000 Main Street,Rockville,Parke,IN,46396,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30396,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.parke-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7184,-86.19810000000001
397,Crossroads Commons,1100 State Street,Rockville,Parke,IN,46397,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30397,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.parke-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7284,-86.1881
398,Wabash Valley Care,1200 Washington Street,Rockville,Parke,IN,46398,(319) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,IN-ALF-30398,Indiana State Department of Health,2024-05-03,77,False,True,False,https://www.parke-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7384,-86.1781
399,Circle City Manor,1300 Lincoln Avenue,Rockville,Parke,IN,46399,(320) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,IN-ALF-30399,Indiana State Department of Health,2024-06-04,78,True,False,False,https://www.parke-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7484,-86.16810000000001
400,Corn Belt Commons,1400 Oak Street,Rockville,Parke,IN,46400,(321) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IN-ALF-30400,Indiana State Department of Health,2024-07-05,79,False,True,True,https://www.parke-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7584,-86.1581
401,Indiana Crossroads,1500 Maple Avenue,Rockville,Parke,IN,46401,(322) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IN-ALF-30401,Indiana State Department of Health,2024-08-06,80,False,False,False,https://www.parke-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7684,-86.1481
402,Hoosier Heritage Manor,1000 Main Street,Tell City,Perry,IN,46402,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30402,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.perry-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7184,-86.19810000000001
403,Crossroads Commons,1100 State Street,Tell City,Perry,IN,46403,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30403,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.perry-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7284,-86.1881
404,Wabash Valley Care,1200 Washington Street,Tell City,Perry,IN,46404,(319) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,IN-ALF-30404,Indiana State Department of Health,2024-05-03,77,False,True,False,https://www.perry-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7384,-86.1781
405,Circle City Manor,1300 Lincoln Avenue,Tell City,Perry,IN,46405,(320) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,IN-ALF-30405,Indiana State Department of Health,2024-06-04,78,True,False,False,https://www.perry-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7484,-86.16810000000001
406,Corn Belt Commons,1400 Oak Street,Tell City,Perry,IN,46406,(321) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IN-ALF-30406,Indiana State Department of Health,2024-07-05,79,False,True,True,https://www.perry-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7584,-86.1581
407,Indiana Crossroads,1500 Maple Avenue,Tell City,Perry,IN,46407,(322) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IN-ALF-30407,Indiana State Department of Health,2024-08-06,80,False,False,False,https://www.perry-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7684,-86.1481
408,Hoosier Heritage Manor,1000 Main Street,Petersburg,Pike,IN,46408,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30408,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.pike-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7184,-86.19810000000001
409,Crossroads Commons,1100 State Street,Petersburg,Pike,IN,46409,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30409,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.pike-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7284,-86.1881
410,Wabash Valley Care,1200 Washington Street,Petersburg,Pike,IN,46410,(319) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,IN-ALF-30410,Indiana State Department of Health,2024-05-03,77,False,True,False,https://www.pike-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7384,-86.1781
411,Circle City Manor,1300 Lincoln Avenue,Petersburg,Pike,IN,46411,(320) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,IN-ALF-30411,Indiana State Department of Health,2024-06-04,78,True,False,False,https://www.pike-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7484,-86.16810000000001
412,Corn Belt Commons,1400 Oak Street,Petersburg,Pike,IN,46412,(321) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IN-ALF-30412,Indiana State Department of Health,2024-07-05,79,False,True,True,https://www.pike-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7584,-86.1581
413,Indiana Crossroads,1500 Maple Avenue,Petersburg,Pike,IN,46413,(322) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IN-ALF-30413,Indiana State Department of Health,2024-08-06,80,False,False,False,https://www.pike-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7684,-86.1481
414,Hoosier Heritage Manor,1000 Main Street,Valparaiso,Porter,IN,46414,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30414,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.porter-senior-living.com,Active,Indiana State Department of Health,2025-07-17,41.512800000000006,-87.1242
415,Crossroads Commons,1100 State Street,Valparaiso,Porter,IN,46415,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30415,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.porter-senior-living.com,Active,Indiana State Department of Health,2025-07-17,41.522800000000004,-87.1142
416,Wabash Valley Care,1200 Washington Street,Valparaiso,Porter,IN,46416,(319) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,IN-ALF-30416,Indiana State Department of Health,2024-05-03,77,False,True,False,https://www.porter-senior-living.com,Active,Indiana State Department of Health,2025-07-17,41.5328,-87.10419999999999
417,Circle City Manor,1300 Lincoln Avenue,Valparaiso,Porter,IN,46417,(320) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,IN-ALF-30417,Indiana State Department of Health,2024-06-04,78,True,False,False,https://www.porter-senior-living.com,Active,Indiana State Department of Health,2025-07-17,41.5428,-87.0942
418,Corn Belt Commons,1400 Oak Street,Valparaiso,Porter,IN,46418,(321) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IN-ALF-30418,Indiana State Department of Health,2024-07-05,79,False,True,True,https://www.porter-senior-living.com,Active,Indiana State Department of Health,2025-07-17,41.552800000000005,-87.0842
419,Indiana Crossroads,1500 Maple Avenue,Valparaiso,Porter,IN,46419,(322) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IN-ALF-30419,Indiana State Department of Health,2024-08-06,80,False,False,False,https://www.porter-senior-living.com,Active,Indiana State Department of Health,2025-07-17,41.5628,-87.07419999999999
420,Limestone Ridge,1600 Pine Street,Valparaiso,Porter,IN,46420,(323) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,IN-ALF-30420,Indiana State Department of Health,2024-09-07,81,True,True,False,https://www.porter-senior-living.com,Active,Indiana State Department of Health,2025-07-17,41.5728,-87.0642
421,Prairie Creek Manor,1700 Cedar Avenue,Valparaiso,Porter,IN,46421,(324) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,32,IN-ALF-30421,Indiana State Department of Health,2024-10-08,82,False,False,False,https://www.porter-senior-living.com,Active,Indiana State Department of Health,2025-07-17,41.582800000000006,-87.0542
422,Hoosier Heritage Manor,1000 Main Street,Mount Vernon,Posey,IN,46422,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30422,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.posey-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7184,-86.19810000000001
423,Crossroads Commons,1100 State Street,Mount Vernon,Posey,IN,46423,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30423,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.posey-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7284,-86.1881
424,Wabash Valley Care,1200 Washington Street,Mount Vernon,Posey,IN,46424,(319) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,IN-ALF-30424,Indiana State Department of Health,2024-05-03,77,False,True,False,https://www.posey-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7384,-86.1781
425,Circle City Manor,1300 Lincoln Avenue,Mount Vernon,Posey,IN,46425,(320) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,IN-ALF-30425,Indiana State Department of Health,2024-06-04,78,True,False,False,https://www.posey-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7484,-86.16810000000001
426,Corn Belt Commons,1400 Oak Street,Mount Vernon,Posey,IN,46426,(321) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IN-ALF-30426,Indiana State Department of Health,2024-07-05,79,False,True,True,https://www.posey-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7584,-86.1581
427,Indiana Crossroads,1500 Maple Avenue,Mount Vernon,Posey,IN,46427,(322) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IN-ALF-30427,Indiana State Department of Health,2024-08-06,80,False,False,False,https://www.posey-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7684,-86.1481
428,Hoosier Heritage Manor,1000 Main Street,Winamac,Pulaski,IN,46428,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30428,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.pulaski-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7184,-86.19810000000001
429,Crossroads Commons,1100 State Street,Winamac,Pulaski,IN,46429,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30429,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.pulaski-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7284,-86.1881
430,Wabash Valley Care,1200 Washington Street,Winamac,Pulaski,IN,46430,(319) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,IN-ALF-30430,Indiana State Department of Health,2024-05-03,77,False,True,False,https://www.pulaski-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7384,-86.1781
431,Circle City Manor,1300 Lincoln Avenue,Winamac,Pulaski,IN,46431,(320) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,IN-ALF-30431,Indiana State Department of Health,2024-06-04,78,True,False,False,https://www.pulaski-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7484,-86.16810000000001
432,Corn Belt Commons,1400 Oak Street,Winamac,Pulaski,IN,46432,(321) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IN-ALF-30432,Indiana State Department of Health,2024-07-05,79,False,True,True,https://www.pulaski-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7584,-86.1581
433,Indiana Crossroads,1500 Maple Avenue,Winamac,Pulaski,IN,46433,(322) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IN-ALF-30433,Indiana State Department of Health,2024-08-06,80,False,False,False,https://www.pulaski-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7684,-86.1481
434,Hoosier Heritage Manor,1000 Main Street,Greencastle,Putnam,IN,46434,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30434,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.putnam-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7184,-86.19810000000001
435,Crossroads Commons,1100 State Street,Greencastle,Putnam,IN,46435,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30435,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.putnam-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7284,-86.1881
436,Wabash Valley Care,1200 Washington Street,Greencastle,Putnam,IN,46436,(319) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,IN-ALF-30436,Indiana State Department of Health,2024-05-03,77,False,True,False,https://www.putnam-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7384,-86.1781
437,Circle City Manor,1300 Lincoln Avenue,Greencastle,Putnam,IN,46437,(320) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,IN-ALF-30437,Indiana State Department of Health,2024-06-04,78,True,False,False,https://www.putnam-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7484,-86.16810000000001
438,Corn Belt Commons,1400 Oak Street,Greencastle,Putnam,IN,46438,(321) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IN-ALF-30438,Indiana State Department of Health,2024-07-05,79,False,True,True,https://www.putnam-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7584,-86.1581
439,Indiana Crossroads,1500 Maple Avenue,Greencastle,Putnam,IN,46439,(322) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IN-ALF-30439,Indiana State Department of Health,2024-08-06,80,False,False,False,https://www.putnam-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7684,-86.1481
440,Hoosier Heritage Manor,1000 Main Street,Winchester,Randolph,IN,46440,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30440,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.randolph-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7184,-86.19810000000001
441,Crossroads Commons,1100 State Street,Winchester,Randolph,IN,46441,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30441,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.randolph-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7284,-86.1881
442,Wabash Valley Care,1200 Washington Street,Winchester,Randolph,IN,46442,(319) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,IN-ALF-30442,Indiana State Department of Health,2024-05-03,77,False,True,False,https://www.randolph-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7384,-86.1781
