id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Sunflower Manor,1000 Main Street,Iola,Allen,KS,66001,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70001,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.allen-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.876400000000004,-95.47540000000001
438,Wichita Commons,1400 Wheat Street,Minneapolis,Ottawa,KS,66438,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70438,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.ottawa-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.016400000000004,-97.6354
439,Sunflower Manor,1000 Main Street,Larned,Pawnee,KS,66439,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70439,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.pawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.126400000000004,-99.17540000000001
440,Prairie Village,1100 Kansas Avenue,Larned,Pawnee,KS,66440,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70440,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.pawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.1364,-99.1654
441,Wheat Country Commons,1200 Sunflower Boulevard,Larned,Pawnee,KS,66441,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70441,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.pawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.1464,-99.1554
442,Jayhawk Village,1300 Prairie Drive,Larned,Pawnee,KS,66442,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70442,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.pawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.1564,-99.14540000000001
443,Wichita Commons,1400 Wheat Street,Larned,Pawnee,KS,66443,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70443,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.pawnee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.1664,-99.1354
444,Sunflower Manor,1000 Main Street,Phillipsburg,Phillips,KS,66444,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70444,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.phillips-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.726400000000005,-99.37540000000001
445,Prairie Village,1100 Kansas Avenue,Phillipsburg,Phillips,KS,66445,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70445,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.phillips-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.7364,-99.36540000000001
446,Wheat Country Commons,1200 Sunflower Boulevard,Phillipsburg,Phillips,KS,66446,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70446,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.phillips-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.7464,-99.3554
447,Jayhawk Village,1300 Prairie Drive,Phillipsburg,Phillips,KS,66447,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70447,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.phillips-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.7564,-99.34540000000001
448,Wichita Commons,1400 Wheat Street,Phillipsburg,Phillips,KS,66448,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70448,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.phillips-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.766400000000004,-99.3354
449,Sunflower Manor,1000 Main Street,Westmoreland,Pottawatomie,KS,66449,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70449,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.pottawatomie-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.3264,-96.47540000000001
450,Prairie Village,1100 Kansas Avenue,Westmoreland,Pottawatomie,KS,66450,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70450,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.pottawatomie-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.3364,-96.4654
451,Wheat Country Commons,1200 Sunflower Boulevard,Westmoreland,Pottawatomie,KS,66451,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70451,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.pottawatomie-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.346399999999996,-96.4554
452,Jayhawk Village,1300 Prairie Drive,Westmoreland,Pottawatomie,KS,66452,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70452,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.pottawatomie-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.356399999999994,-96.4454
453,Wichita Commons,1400 Wheat Street,Westmoreland,Pottawatomie,KS,66453,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70453,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.pottawatomie-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.3664,-96.4354
454,Sunflower Manor,1000 Main Street,Pratt,Pratt,KS,66454,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70454,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.pratt-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.5764,-98.7754
455,Prairie Village,1100 Kansas Avenue,Pratt,Pratt,KS,66455,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70455,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.pratt-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.5864,-98.7654
456,Wheat Country Commons,1200 Sunflower Boulevard,Pratt,Pratt,KS,66456,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70456,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.pratt-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.596399999999996,-98.7554
457,Jayhawk Village,1300 Prairie Drive,Pratt,Pratt,KS,66457,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70457,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.pratt-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.606399999999994,-98.7454
458,Wichita Commons,1400 Wheat Street,Pratt,Pratt,KS,66458,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70458,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.pratt-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.6164,-98.7354
459,Sunflower Manor,1000 Main Street,Atwood,Rawlins,KS,66459,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70459,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.rawlins-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.7764,-101.0754
460,Prairie Village,1100 Kansas Avenue,Atwood,Rawlins,KS,66460,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70460,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.rawlins-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.7864,-101.0654
461,Wheat Country Commons,1200 Sunflower Boulevard,Atwood,Rawlins,KS,66461,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70461,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.rawlins-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.7964,-101.05539999999999
462,Jayhawk Village,1300 Prairie Drive,Atwood,Rawlins,KS,66462,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70462,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.rawlins-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.8064,-101.0454
463,Wichita Commons,1400 Wheat Street,Atwood,Rawlins,KS,66463,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70463,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.rawlins-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.8164,-101.0354
464,Sunflower Manor,1000 Main Street,Hutchinson,Reno,KS,66464,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70464,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.reno-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.0039,-97.9697
465,Prairie Village,1100 Kansas Avenue,Hutchinson,Reno,KS,66465,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70465,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.reno-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.0139,-97.9597
466,Wheat Country Commons,1200 Sunflower Boulevard,Hutchinson,Reno,KS,66466,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70466,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.reno-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.0239,-97.94969999999999
467,Jayhawk Village,1300 Prairie Drive,Hutchinson,Reno,KS,66467,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70467,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.reno-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.033899999999996,-97.9397
468,Wichita Commons,1400 Wheat Street,Hutchinson,Reno,KS,66468,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70468,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.reno-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.0439,-97.9297
469,Topeka Manor,1500 Jayhawk Avenue,Hutchinson,Reno,KS,66469,(321) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,KS-ACH-70469,Kansas Department for Aging and Disability Services,2024-08-06,80,False,False,False,https://www.reno-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.0539,-97.91969999999999
470,Overland Park Village,1600 Wichita Boulevard,Hutchinson,Reno,KS,66470,(322) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,KS-ACH-70470,Kansas Department for Aging and Disability Services,2024-09-07,81,True,True,False,https://www.reno-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.0639,-97.9097
471,Kansas City Commons,1700 Topeka Drive,Hutchinson,Reno,KS,66471,(323) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,32,KS-ACH-70471,Kansas Department for Aging and Disability Services,2024-10-08,82,False,False,False,https://www.reno-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.0739,-97.8997
472,Lawrence Manor,1800 Overland Park Street,Hutchinson,Reno,KS,66472,(324) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,33,KS-ACH-70472,Kansas Department for Aging and Disability Services,2024-11-09,83,False,True,True,https://www.reno-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.0839,-97.9697
473,Manhattan Village,1900 Kansas City Avenue,Hutchinson,Reno,KS,66473,(325) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,34,KS-ACH-70473,Kansas Department for Aging and Disability Services,2024-03-10,84,True,False,False,https://www.reno-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.0939,-97.9597
474,Salina Commons,2000 Lawrence Boulevard,Hutchinson,Reno,KS,66474,(326) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,35,KS-ACH-70474,Kansas Department for Aging and Disability Services,2024-04-11,85,False,True,False,https://www.reno-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.0039,-97.94969999999999
475,Hutchinson Manor,2100 Manhattan Drive,Hutchinson,Reno,KS,66475,(327) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,36,KS-ACH-70475,Kansas Department for Aging and Disability Services,2024-05-12,86,False,False,False,https://www.reno-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.0139,-97.9397
476,Lenexa Village,2200 Salina Street,Hutchinson,Reno,KS,66476,(328) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,37,KS-ACH-70476,Kansas Department for Aging and Disability Services,2024-06-13,87,True,True,True,https://www.reno-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.0239,-97.9297
477,Shawnee Commons,2300 Hutchinson Avenue,Hutchinson,Reno,KS,66477,(329) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,38,KS-ACH-70477,Kansas Department for Aging and Disability Services,2024-07-14,88,False,False,False,https://www.reno-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.033899999999996,-97.91969999999999
478,Olathe Manor,2400 Lenexa Boulevard,Hutchinson,Reno,KS,66478,(330) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,39,KS-ACH-70478,Kansas Department for Aging and Disability Services,2024-08-15,89,False,True,False,https://www.reno-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.0439,-97.9097
479,Sunflower Manor,1000 Main Street,Belleville,Republic,KS,66479,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70479,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.republic-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.7764,-97.67540000000001
