id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Buckeye Manor,1000 Main Street,West Union,Adams,OH,43001,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40001,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.adams-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
475,Lakeside Living,1700 Cedar Avenue,Celina,Mercer,OH,43475,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40475,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.mercer-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
476,Buckeye Manor,1000 Main Street,Troy,Miami,OH,43476,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40476,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.miami-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
477,Heartland Commons,1100 State Street,Troy,Miami,OH,43477,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40477,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.miami-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
478,Ohio Valley Care,1200 High Street,Troy,Miami,OH,43478,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40478,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.miami-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
479,River View Manor,1300 Broad Street,Troy,Miami,OH,43479,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40479,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.miami-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
480,Prairie Village,1400 Oak Street,Troy,Miami,OH,43480,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40480,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.miami-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
481,Heritage House,1500 Maple Avenue,Troy,Miami,OH,43481,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40481,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.miami-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
482,Sunrise Manor,1600 Pine Street,Troy,Miami,OH,43482,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40482,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.miami-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
483,Lakeside Living,1700 Cedar Avenue,Troy,Miami,OH,43483,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40483,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.miami-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
484,Buckeye Manor,1000 Main Street,Woodsfield,Monroe,OH,43484,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40484,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.monroe-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
485,Heartland Commons,1100 State Street,Woodsfield,Monroe,OH,43485,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40485,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.monroe-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
486,Ohio Valley Care,1200 High Street,Woodsfield,Monroe,OH,43486,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40486,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.monroe-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
487,River View Manor,1300 Broad Street,Woodsfield,Monroe,OH,43487,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40487,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.monroe-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
488,Prairie Village,1400 Oak Street,Woodsfield,Monroe,OH,43488,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40488,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.monroe-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
489,Heritage House,1500 Maple Avenue,Woodsfield,Monroe,OH,43489,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40489,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.monroe-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
490,Sunrise Manor,1600 Pine Street,Woodsfield,Monroe,OH,43490,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40490,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.monroe-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
491,Lakeside Living,1700 Cedar Avenue,Woodsfield,Monroe,OH,43491,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40491,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.monroe-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
492,Buckeye Manor,1000 Main Street,Dayton,Montgomery,OH,43492,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40492,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.montgomery-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.7089,-84.2316
493,Heartland Commons,1100 State Street,Dayton,Montgomery,OH,43493,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40493,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.montgomery-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.7189,-84.2216
494,Ohio Valley Care,1200 High Street,Dayton,Montgomery,OH,43494,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40494,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.montgomery-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.728899999999996,-84.21159999999999
495,River View Manor,1300 Broad Street,Dayton,Montgomery,OH,43495,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40495,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.montgomery-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.738899999999994,-84.2016
496,Prairie Village,1400 Oak Street,Dayton,Montgomery,OH,43496,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40496,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.montgomery-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.7489,-84.1916
497,Heritage House,1500 Maple Avenue,Dayton,Montgomery,OH,43497,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40497,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.montgomery-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.7589,-84.18159999999999
498,Sunrise Manor,1600 Pine Street,Dayton,Montgomery,OH,43498,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40498,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.montgomery-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.768899999999995,-84.1716
499,Lakeside Living,1700 Cedar Avenue,Dayton,Montgomery,OH,43499,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40499,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.montgomery-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.7789,-84.16159999999999
500,Meadowbrook,1800 First Street,Dayton,Montgomery,OH,43500,(224) 408-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,38,OH-ALF-40500,Ohio Department of Health,2024-11-09,83,False,True,True,https://www.montgomery-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.7889,-84.2316
501,Maple Ridge,1900 Second Street,Dayton,Montgomery,OH,43501,(225) 409-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,39,OH-ALF-40501,Ohio Department of Health,2024-03-10,84,True,False,False,https://www.montgomery-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.798899999999996,-84.2216
502,Cedar Grove,2000 Third Street,Dayton,Montgomery,OH,43502,(226) 410-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,40,OH-ALF-40502,Ohio Department of Health,2024-04-11,85,False,True,False,https://www.montgomery-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.7089,-84.21159999999999
503,Woodland Manor,2100 Fourth Street,Dayton,Montgomery,OH,43503,(227) 411-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,41,OH-ALF-40503,Ohio Department of Health,2024-05-12,86,False,False,False,https://www.montgomery-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.7189,-84.2016
504,Buckeye Manor,1000 Main Street,McConnelsville,Morgan,OH,43504,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40504,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.morgan-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
505,Heartland Commons,1100 State Street,McConnelsville,Morgan,OH,43505,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40505,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.morgan-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
506,Ohio Valley Care,1200 High Street,McConnelsville,Morgan,OH,43506,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40506,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.morgan-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
507,River View Manor,1300 Broad Street,McConnelsville,Morgan,OH,43507,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40507,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.morgan-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
508,Prairie Village,1400 Oak Street,McConnelsville,Morgan,OH,43508,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40508,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.morgan-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
509,Heritage House,1500 Maple Avenue,McConnelsville,Morgan,OH,43509,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40509,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.morgan-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
510,Sunrise Manor,1600 Pine Street,McConnelsville,Morgan,OH,43510,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40510,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.morgan-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
511,Lakeside Living,1700 Cedar Avenue,McConnelsville,Morgan,OH,43511,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40511,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.morgan-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
512,Buckeye Manor,1000 Main Street,Mount Gilead,Morrow,OH,43512,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40512,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.morrow-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
513,Heartland Commons,1100 State Street,Mount Gilead,Morrow,OH,43513,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40513,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.morrow-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
514,Ohio Valley Care,1200 High Street,Mount Gilead,Morrow,OH,43514,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40514,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.morrow-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
515,River View Manor,1300 Broad Street,Mount Gilead,Morrow,OH,43515,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40515,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.morrow-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
516,Prairie Village,1400 Oak Street,Mount Gilead,Morrow,OH,43516,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40516,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.morrow-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
517,Heritage House,1500 Maple Avenue,Mount Gilead,Morrow,OH,43517,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40517,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.morrow-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
518,Sunrise Manor,1600 Pine Street,Mount Gilead,Morrow,OH,43518,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40518,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.morrow-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
519,Lakeside Living,1700 Cedar Avenue,Mount Gilead,Morrow,OH,43519,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40519,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.morrow-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
520,Buckeye Manor,1000 Main Street,Zanesville,Muskingum,OH,43520,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40520,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.muskingum-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
521,Heartland Commons,1100 State Street,Zanesville,Muskingum,OH,43521,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40521,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.muskingum-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
522,Ohio Valley Care,1200 High Street,Zanesville,Muskingum,OH,43522,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40522,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.muskingum-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
523,River View Manor,1300 Broad Street,Zanesville,Muskingum,OH,43523,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40523,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.muskingum-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
524,Prairie Village,1400 Oak Street,Zanesville,Muskingum,OH,43524,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40524,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.muskingum-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
525,Heritage House,1500 Maple Avenue,Zanesville,Muskingum,OH,43525,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40525,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.muskingum-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
526,Sunrise Manor,1600 Pine Street,Zanesville,Muskingum,OH,43526,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40526,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.muskingum-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
527,Lakeside Living,1700 Cedar Avenue,Zanesville,Muskingum,OH,43527,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40527,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.muskingum-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
528,Buckeye Manor,1000 Main Street,Caldwell,Noble,OH,43528,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40528,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.noble-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
